"States","Yr","Quater","Type","District","total_insurance_count","total_insurance_amount","total_transaction_count","total_transaction_amount","total_registered_users","total_app_opens"
"bihar","2021","3","TOTAL","munger district","18030","18234941","1519400","3211090932.1408405","219691","4667697"
"bihar","2021","3","TOTAL","muzaffarpur district","18030","18234941","8663460","19088505213.98187","842701","20014713"
"bihar","2021","3","TOTAL","nalanda district","18030","18234941","3381075","7437410612.103645","492998","10964467"
"bihar","2021","3","TOTAL","nawada district","18030","18234941","2139002","5233101106.18405","286524","8022119"
"bihar","2021","3","TOTAL","pashchim champaran district","18030","18234941","5626291","12052580759.045248","602251","19035099"
"bihar","2021","3","TOTAL","patna district","18030","18234941","65085179","120377977089.17227","2156402","43378051"
"bihar","2021","3","TOTAL","purbi champaran district","18030","18234941","7528149","17061553144.485746","794120","22500338"
"bihar","2021","3","TOTAL","purnia district","18030","18234941","4826016","11168325427.92741","440447","14245246"
"bihar","2021","3","TOTAL","rohtas district","18030","18234941","3409156","7988380311.967452","468953","12405207"
"bihar","2021","3","TOTAL","saharsa district","18030","18234941","2350666","5488205886.705009","263226","8287766"
"bihar","2021","3","TOTAL","samastipur district","18030","18234941","4742581","10599568038.20213","586990","13912525"
"bihar","2021","3","TOTAL","saran district","18030","18234941","4909074","10653230755.208591","588276","13924564"
"rajasthan","2021","1","TOTAL","dungarpur district","17800","8074225","611490","1372686858.4650006","127350","2477341"
"rajasthan","2021","1","TOTAL","hanumangarh district","17800","8074225","2701068","6539912589.393607","296847","10904246"
"rajasthan","2021","1","TOTAL","jaipur district","17800","8074225","125917532","223771205713.2528","3951866","183223237"
"rajasthan","2021","1","TOTAL","jaisalmer district","17800","8074225","1725745","3811332821.176595","167775","6229028"
"rajasthan","2021","1","TOTAL","jalore district","17800","8074225","1718704","4884080088.37758","291129","7479999"
"rajasthan","2021","1","TOTAL","jhalawar district","17800","8074225","2097068","4661637193.755166","243433","8020226"
"rajasthan","2021","1","TOTAL","jhunjhunu district","17800","8074225","4350270","10335519087.29265","569602","17478212"
"rajasthan","2021","1","TOTAL","jodhpur district","17800","8074225","11409882","24774598219.407482","1036855","31951682"
"rajasthan","2021","1","TOTAL","karauli district","17800","8074225","1925731","3977897318.1640477","246158","8003738"
"rajasthan","2021","1","TOTAL","kota district","17800","8074225","9133910","15546647728.086227","674683","22050579"
"rajasthan","2021","1","TOTAL","nagaur district","17800","8074225","4976059","12761075159.690163","674465","20283897"
"rajasthan","2021","1","TOTAL","pali district","17800","8074225","2984309","6767220860.0308275","415885","11819976"
"rajasthan","2021","1","TOTAL","pratapgarh district","17800","8074225","538169","1351138009.4197319","91072","2334901"
"rajasthan","2021","1","TOTAL","rajsamand district","17800","8074225","1840526","4042427825.4229765","213464","6267543"
"rajasthan","2021","1","TOTAL","sawai madhopur district","17800","8074225","3177944","5382039395.28078","308182","11891379"
"rajasthan","2021","1","TOTAL","sikar district","17800","8074225","7581768","17303999484.268673","770103","28600473"
"rajasthan","2021","1","TOTAL","sirohi district","17800","8074225","1515460","3035265055.3381195","196962","5802177"
"rajasthan","2021","1","TOTAL","tonk district","17800","8074225","3421206","6186398097.858411","320035","12332529"
"rajasthan","2021","1","TOTAL","udaipur district","17800","8074225","6826421","10957000441.952847","619264","20513934"
"rajasthan","2021","1","TOTAL","ajmer district","17800","8074225","7053995","15317166377.74087","723852","23579979"
"rajasthan","2021","1","TOTAL","alwar district","17800","8074225","12041829","23497000298.13838","1185599","43190779"
"rajasthan","2021","1","TOTAL","banswara district","17800","8074225","691566","1624792469.818386","141400","3013349"
"rajasthan","2021","1","TOTAL","baran district","17800","8074225","1448642","2847364293.4969606","203337","5801624"
"rajasthan","2021","1","TOTAL","barmer district","17800","8074225","4110660","11264935915.741041","467599","16621513"
"rajasthan","2021","1","TOTAL","bharatpur district","17800","8074225","3042043","6708987385.966142","532869","12486257"
"rajasthan","2021","1","TOTAL","bhilwara district","17800","8074225","7672484","16416337441.885864","651400","25443751"
"rajasthan","2021","1","TOTAL","bikaner district","17800","8074225","4734203","10056780359.689623","549650","17216574"
"rajasthan","2021","1","TOTAL","bundi district","17800","8074225","1683993","3089653093.519732","214612","6548190"
"rajasthan","2021","1","TOTAL","chittorgarh district","17800","8074225","2948289","6425179621.944645","346105","10970397"
"rajasthan","2021","1","TOTAL","churu district","17800","8074225","2731771","6726856130.476598","419405","11431454"
"rajasthan","2021","1","TOTAL","dausa district","17800","8074225","4999310","8786072971.794996","436073","18930061"
"rajasthan","2021","1","TOTAL","dholpur district","17800","8074225","999900","2398002048.15006","157012","4162764"
"rajasthan","2021","1","TOTAL","ganganagar district","17800","8074225","4118972","8871371302.649477","417045","15473270"
"tamil nadu","2021","2","TOTAL",NULL,"17682","16444344",NULL,NULL,NULL,NULL
"delhi","2021","3","TOTAL","south east delhi district","16679","15007079","17254936","25283744433.53666","1441462","29182451"
"delhi","2021","3","TOTAL","south district","16679","15007079","10381321","13789719686.570162","855177","16742627"
"delhi","2021","3","TOTAL","shahdara district","16679","15007079","6108459","13750322170.230267","730209","11815518"
"delhi","2021","3","TOTAL","north west district","16679","15007079","11436200","21133053482.335487","1254464","21044731"
"delhi","2021","3","TOTAL","north east district","16679","15007079","5995497","12299024401.944893","651695","11448245"
"delhi","2021","3","TOTAL","south west district","16679","15007079","10691277","17385987188.96021","971552","18051807"
"delhi","2021","3","TOTAL","new delhi district","16679","15007079","50089446","77874603330.18225","1185588","24104453"
"delhi","2021","3","TOTAL","east district","16679","15007079","10407086","14944795668.028805","898137","16541558"
"delhi","2021","3","TOTAL","central district","16679","15007079","88849847","137311394953.58371","1184217","24898251"
"delhi","2021","3","TOTAL","west district","16679","15007079","17186832","31879892281.09146","1785309","31060472"
"delhi","2021","3","TOTAL","north district","16679","15007079","10359707","18205778951.817307","1022251","18954263"
"rajasthan","2021","3","TOTAL","nagaur district","16643","12793862","8542495","19712431242.607426","787565","65627603"
"rajasthan","2021","3","TOTAL","pratapgarh district","16643","12793862","951737","2170354158.6816454","107977","9572891"
"rajasthan","2021","3","TOTAL","rajsamand district","16643","12793862","3136695","6345862851.265483","248866","16230110"
"rajasthan","2021","3","TOTAL","sawai madhopur district","16643","12793862","4881323","7329478651.814055","359201","22869669"
"rajasthan","2021","3","TOTAL","sikar district","16643","12793862","12157675","24859966680.623276","892015","45869668"
"rajasthan","2021","3","TOTAL","sirohi district","16643","12793862","2429857","4593398470.638926","228612","12856951"
"rajasthan","2021","3","TOTAL","tonk district","16643","12793862","5293345","8710526983.57809","374118","29280826"
"rajasthan","2021","3","TOTAL","udaipur district","16643","12793862","10000681","15950385929.05402","716657","34896346"
"rajasthan","2021","3","TOTAL","ajmer district","16643","12793862","12039695","23974005140.503323","835375","44691315"
"rajasthan","2021","3","TOTAL","alwar district","16643","12793862","18956440","31796623472.554592","1374586","59044145"
"rajasthan","2021","3","TOTAL","banswara district","16643","12793862","1193693","2610850743.700395","165628","10580067"
"rajasthan","2021","3","TOTAL","pali district","16643","12793862","4825668","10052201779.647493","484755","33725637"
"rajasthan","2021","3","TOTAL","baran district","16643","12793862","2156975","3989332794.8644733","238205","14724605"
"rajasthan","2021","3","TOTAL","barmer district","16643","12793862","7369389","17897391704.43372","555443","86730475"
"rajasthan","2021","3","TOTAL","bharatpur district","16643","12793862","4840142","9542568538.446917","621337","18744440"
"rajasthan","2021","3","TOTAL","bhilwara district","16643","12793862","12558408","23899765687.001152","760232","52240450"
"rajasthan","2021","3","TOTAL","bikaner district","16643","12793862","7999407","15396174302.54737","643520","76274401"
"rajasthan","2021","3","TOTAL","bundi district","16643","12793862","2707584","4521278251.580663","251774","17553690"
"rajasthan","2021","3","TOTAL","chittorgarh district","16643","12793862","4916314","9584592196.425575","405372","25182745"
"rajasthan","2021","3","TOTAL","churu district","16643","12793862","4742306","10642136840.10925","491812","36163323"
"rajasthan","2021","3","TOTAL","dausa district","16643","12793862","8175162","12267753350.999645","506053","27166264"
"rajasthan","2021","3","TOTAL","dholpur district","16643","12793862","1667722","3666631213.5705867","184104","9024247"
"rajasthan","2021","3","TOTAL","dungarpur district","16643","12793862","1021896","2146022634.2721655","149490","7824971"
"rajasthan","2021","3","TOTAL","ganganagar district","16643","12793862","6733698","13200151369.29735","481739","155979698"
"rajasthan","2021","3","TOTAL","hanumangarh district","16643","12793862","4401750","9676935141.552437","344727","98092929"
"rajasthan","2021","3","TOTAL","jaipur district","16643","12793862","193839196","313664435689.2998","4534297","175289835"
"rajasthan","2021","3","TOTAL","jaisalmer district","16643","12793862","3120934","6241304259.45832","200177","40799554"
"rajasthan","2021","3","TOTAL","jalore district","16643","12793862","2769584","7412183523.388387","341575","23694042"
"rajasthan","2021","3","TOTAL","jhalawar district","16643","12793862","3141862","6253079109.368879","286594","20159854"
"rajasthan","2021","3","TOTAL","jhunjhunu district","16643","12793862","7368576","15584852433.930729","660246","29731620"
"rajasthan","2021","3","TOTAL","jodhpur district","16643","12793862","19263957","38514689412.99684","1202937","85445735"
"rajasthan","2021","3","TOTAL","karauli district","16643","12793862","3221955","5947115163.517382","287377","16649738"
"rajasthan","2021","3","TOTAL","kota district","16643","12793862","13858632","22356848820.753063","777099","26835981"
"west bengal","2021","1","TOTAL",NULL,"15488","11172042",NULL,NULL,NULL,NULL
"gujarat","2021","3","TOTAL","devbhumi dwarka district","15348","12341903","418822","960353473.0403948","107517","4310397"
"gujarat","2021","3","TOTAL","morbi district","15348","12341903","1407999","3472418252.020602","240295","7475630"
"gujarat","2021","3","TOTAL","mahisagar district","15348","12341903","442046","893324969.8932046","103140","3964068"
"gujarat","2021","3","TOTAL","mahesana district","15348","12341903","4085272","8371811502.22802","578072","12920050"
"gujarat","2021","3","TOTAL","kheda district","15348","12341903","1748901","3172710752.9721527","352948","7212127"
"gujarat","2021","3","TOTAL","kachchh district","15348","12341903","4378602","9001941152.864368","587589","25294185"
"gujarat","2021","3","TOTAL","junagadh district","15348","12341903","833587","1786079501.4768844","223916","5211050"
"gujarat","2021","3","TOTAL","jamnagar district","15348","12341903","1546406","2841962054.6034217","309842","6879580"
"gujarat","2021","3","TOTAL","gir somnath district","15348","12341903","912616","2047248878.9171567","190336","4151926"
"gujarat","2021","3","TOTAL","gandhinagar district","15348","12341903","6318239","10546315790.961113","706654","13323374"
"gujarat","2021","3","TOTAL","dohad district","15348","12341903","924227","1953033067.4008594","169037","6295402"
"gujarat","2021","3","TOTAL","chhotaudepur district","15348","12341903","319271","611013838.0899625","72071","3853239"
"gujarat","2021","3","TOTAL","botad district","15348","12341903","775124","1847036989.381681","146842","4926482"
"gujarat","2021","3","TOTAL","bhavnagar district","15348","12341903","2001668","4470254984.23804","520764","9381379"
"gujarat","2021","3","TOTAL","bharuch district","15348","12341903","5280607","8322570348.519125","634589","16949930"
"gujarat","2021","3","TOTAL","banas kantha district","15348","12341903","4877149","11302732744.859072","698841","25209534"
"gujarat","2021","3","TOTAL","aravallis district","15348","12341903","1072139","2034322149.7296264","171101","6762291"
"gujarat","2021","3","TOTAL","anand district","15348","12341903","2268123","3900508554.1397376","454516","6900160"
"gujarat","2021","3","TOTAL","amreli district","15348","12341903","880856","2030095872.7498639","221334","7968878"
"gujarat","2021","3","TOTAL","ahmadabad district","15348","12341903","58611265","101760598132.07088","3445024","59071276"
"gujarat","2021","3","TOTAL","sabar kantha district","15348","12341903","2129127","3945628260.6717844","300258","9248561"
"gujarat","2021","3","TOTAL","surat district","15348","12341903","21214459","40838608900.13971","2830392","40635199"
"gujarat","2021","3","TOTAL","surendranagar district","15348","12341903","1292951","2671069363.2201557","274891","10995970"
"gujarat","2021","3","TOTAL","tapi district","15348","12341903","1010949","1621047025.5570326","118730","5066590"
"gujarat","2021","3","TOTAL","the dangs district","15348","12341903","142421","220242754.8697721","20709","2684008"
"gujarat","2021","3","TOTAL","vadodara district","15348","12341903","10555446","16336422910.897554","1210266","20471153"
"gujarat","2021","3","TOTAL","valsad district","15348","12341903","4434194","7173200940.388832","565423","11974387"
"gujarat","2021","3","TOTAL","rajkot district","15348","12341903","3586356","7726777654.637352","782611","13876245"
"gujarat","2021","3","TOTAL","porbandar district","15348","12341903","275154","690810567.5533752","78063","1911079"
"gujarat","2021","3","TOTAL","patan district","15348","12341903","1805160","3735782880.347761","287021","9346449"
"gujarat","2021","3","TOTAL","panch mahals district","15348","12341903","1549556","2762752529.1230626","229915","6133463"
"gujarat","2021","3","TOTAL","navsari district","15348","12341903","1703437","2845342547.406067","250233","5157919"
"gujarat","2021","3","TOTAL","narmada district","15348","12341903","446278","730606768.6161022","63821","4425170"
"west bengal","2021","2","TOTAL",NULL,"15200","12396029",NULL,NULL,NULL,NULL
"madhya pradesh","2021","4","TOTAL",NULL,"15069","17524432",NULL,NULL,NULL,NULL
"madhya pradesh","2021","2","TOTAL",NULL,"14803","9787391",NULL,NULL,NULL,NULL
"gujarat","2021","2","TOTAL","devbhumi dwarka district","14676","10263998","333279","738788439.0915308","98957","3134118"
"gujarat","2021","2","TOTAL","dohad district","14676","10263998","693945","1556292873.7368991","155988","5021344"
"gujarat","2021","2","TOTAL","gandhinagar district","14676","10263998","4552010","7835004938.194845","658428","9936713"
"gujarat","2021","2","TOTAL","valsad district","14676","10263998","3236626","5434041159.757242","524614","9184319"
"gujarat","2021","2","TOTAL","vadodara district","14676","10263998","7847805","12902554421.650602","1127636","15605412"
"gujarat","2021","2","TOTAL","the dangs district","14676","10263998","105158","157878766.4304675","19033","1976849"
"gujarat","2021","2","TOTAL","tapi district","14676","10263998","814911","1327829881.8383355","109719","4093925"
"gujarat","2021","2","TOTAL","surendranagar district","14676","10263998","1029627","2066433661.8066688","253097","8057144"
"gujarat","2021","2","TOTAL","surat district","14676","10263998","15230233","30756115155.739143","2633443","29247704"
"gujarat","2021","2","TOTAL","sabar kantha district","14676","10263998","1659480","3248644724.13906","278539","7088156"
"gujarat","2021","2","TOTAL","rajkot district","14676","10263998","2675842","5707346831.237131","726817","9593985"
"gujarat","2021","2","TOTAL","porbandar district","14676","10263998","227413","558446703.6568799","72172","1437404"
"gujarat","2021","2","TOTAL","ahmadabad district","14676","10263998","44173046","79437951666.15146","3209841","43943326"
"gujarat","2021","2","TOTAL","patan district","14676","10263998","1384484","2811156126.4368644","265040","6916848"
"gujarat","2021","2","TOTAL","panch mahals district","14676","10263998","1214442","2245183337.229858","212616","4678402"
"gujarat","2021","2","TOTAL","navsari district","14676","10263998","1296111","2197674429.667848","232448","4010253"
"gujarat","2021","2","TOTAL","narmada district","14676","10263998","332174","534890391.66917926","58790","3238851"
"gujarat","2021","2","TOTAL","morbi district","14676","10263998","1027658","2441470415.445466","221629","5300801"
"gujarat","2021","2","TOTAL","mahisagar district","14676","10263998","364905","744153750.2746319","95143","3203297"
"gujarat","2021","2","TOTAL","mahesana district","14676","10263998","3118685","6292779692.204142","536645","9759520"
"gujarat","2021","2","TOTAL","kheda district","14676","10263998","1362561","2503386769.0668764","327251","5529938"
"gujarat","2021","2","TOTAL","kachchh district","14676","10263998","3268191","7040086478.344803","543585","17784778"
"gujarat","2021","2","TOTAL","junagadh district","14676","10263998","700286","1487953525.5343559","207118","4070018"
"gujarat","2021","2","TOTAL","amreli district","14676","10263998","659562","1524494293.670391","204136","5600950"
"gujarat","2021","2","TOTAL","bharuch district","14676","10263998","3937665","6464930552.559841","588777","12729351"
"gujarat","2021","2","TOTAL","botad district","14676","10263998","550313","1280565807.277298","135845","3457428"
"gujarat","2021","2","TOTAL","chhotaudepur district","14676","10263998","275873","540185404.7441366","66155","3188155"
"gujarat","2021","2","TOTAL","banas kantha district","14676","10263998","3648428","8286069195.93278","645073","18355543"
"gujarat","2021","2","TOTAL","bhavnagar district","14676","10263998","1660432","3448497365.237627","483224","7322593"
"gujarat","2021","2","TOTAL","jamnagar district","14676","10263998","1155054","2206347098.925128","287113","5057707"
"gujarat","2021","2","TOTAL","gir somnath district","14676","10263998","746122","1686621125.0672534","176061","3419888"
"gujarat","2021","2","TOTAL","anand district","14676","10263998","1711394","3014631897.6682367","422965","5154924"
"gujarat","2021","2","TOTAL","aravallis district","14676","10263998","847681","1683647671.7291918","158083","5332899"
"madhya pradesh","2021","1","TOTAL",NULL,"14427","5567927",NULL,NULL,NULL,NULL
"tamil nadu","2021","1","TOTAL",NULL,"14406","11180849",NULL,NULL,NULL,NULL
"bihar","2021","2","TOTAL","bhagalpur district","14301","13301581","5068435","11733711173.397736","496135","9593627"
"bihar","2021","2","TOTAL","vaishali district","14301","13301581","3799946","9160292752.674015","497933","11209569"
"bihar","2021","2","TOTAL","supaul district","14301","13301581","1834979","5320160534.73731","252844","7689997"
"bihar","2021","2","TOTAL","siwan district","14301","13301581","4705097","11418849549.141575","476870","11554566"
"bihar","2021","2","TOTAL","sitamarhi district","14301","13301581","2697354","7205555125.010963","372211","9148788"
"bihar","2021","2","TOTAL","sheohar district","14301","13301581","516755","1470937924.1703181","63289","1745845"
"bihar","2021","2","TOTAL","sheikhpura district","14301","13301581","427755","1154376779.108221","77323","1765795"
"bihar","2021","2","TOTAL","saran district","14301","13301581","4392087","10815034968.865551","544975","13189206"
"bihar","2021","2","TOTAL","samastipur district","14301","13301581","4015424","9848885594.57926","543782","12581028"
"bihar","2021","2","TOTAL","saharsa district","14301","13301581","1904150","5015686222.710497","243572","7113137"
"bihar","2021","2","TOTAL","rohtas district","14301","13301581","3001706","8146321797.816346","433856","11238005"
"bihar","2021","2","TOTAL","purnia district","14301","13301581","3753134","10051174945.968401","407327","11452485"
"bihar","2021","2","TOTAL","purbi champaran district","14301","13301581","6300129","15889825388.130198","733817","20204379"
"bihar","2021","2","TOTAL","patna district","14301","13301581","53400850","114936398151.99364","2010353","31047869"
"bihar","2021","2","TOTAL","pashchim champaran district","14301","13301581","4672176","11234841877.680365","556408","17174254"
"bihar","2021","2","TOTAL","nawada district","14301","13301581","1911948","5050993065.48583","264993","7631616"
"bihar","2021","2","TOTAL","nalanda district","14301","13301581","2876066","6967154493.828712","457143","9781814"
"bihar","2021","2","TOTAL","muzaffarpur district","14301","13301581","6872504","17019791090.77851","781251","17402981"
"bihar","2021","2","TOTAL","munger district","14301","13301581","1320520","3058878685.2649517","203824","4191352"
"bihar","2021","2","TOTAL","madhubani district","14301","13301581","4695466","11634612114.699203","543493","15459649"
"bihar","2021","2","TOTAL","madhepura district","14301","13301581","1684296","5218255019.009192","225631","6098073"
"bihar","2021","2","TOTAL","lakhisarai district","14301","13301581","840880","2158341954.8132935","126770","3347282"
"bihar","2021","2","TOTAL","kishanganj district","14301","13301581","1256800","3935360082.170837","174209","5740581"
"bihar","2021","2","TOTAL","khagaria district","14301","13301581","1469798","4091424766.0814676","192428","5916120"
"bihar","2021","2","TOTAL","katihar district","14301","13301581","3117723","8474000097.458374","353303","10868200"
"bihar","2021","2","TOTAL","kaimur bhabua district","14301","13301581","1150340","3095159551.478701","179008","5583876"
"bihar","2021","2","TOTAL","jehanabad district","14301","13301581","995035","2626018955.1267185","147027","3636758"
"bihar","2021","2","TOTAL","jamui district","14301","13301581","1521567","3812688721.112037","202627","7604897"
"bihar","2021","2","TOTAL","gopalganj district","14301","13301581","3111515","7589526482.70171","372691","9392913"
"bihar","2021","2","TOTAL","gaya district","14301","13301581","4732185","11427447209.341698","624010","17754295"
"bihar","2021","2","TOTAL","darbhanga district","14301","13301581","4739297","11767784404.765148","543496","13535399"
"bihar","2021","2","TOTAL","buxar district","14301","13301581","1252195","3456834620.013396","212916","4884682"
"bihar","2021","2","TOTAL","bhojpur district","14301","13301581","2211960","5903541283.277052","363841","7623446"
"bihar","2021","2","TOTAL","begusarai district","14301","13301581","2745981","6263183535.487119","400750","8533638"
"bihar","2021","2","TOTAL","banka district","14301","13301581","999688","2292049412.4399977","185539","6393589"
"bihar","2021","2","TOTAL","aurangabad district","14301","13301581","2708735","6989875839.547192","326548","11429194"
"bihar","2021","2","TOTAL","arwal district","14301","13301581","605677","1539697265.4617","82232","2240595"
"bihar","2021","2","TOTAL","araria district","14301","13301581","2293469","6805583750.251827","297709","9439160"
"haryana","2021","3","TOTAL","karnal district","14163","13215898","4403307","8835919266.381252","464990","9193645"
"haryana","2021","3","TOTAL","kurukshetra district","14163","13215898","3292588","6684284263.874128","300453","5682024"
"haryana","2021","3","TOTAL","fatehabad district","14163","13215898","1376222","3397455787.171774","248955","6679659"
"haryana","2021","3","TOTAL","faridabad district","14163","13215898","19367342","30608591108.260963","1459758","32146169"
"haryana","2021","3","TOTAL","mahendragarh district","14163","13215898","3395777","7301706022.252072","307779","10733157"
"haryana","2021","3","TOTAL","mewat district","14163","13215898","5054460","11174788500.58817","329621","13505368"
"haryana","2021","3","TOTAL","sirsa district","14163","13215898","2082195","5060911913.209234","360856","10580592"
"haryana","2021","3","TOTAL","sonipat district","14163","13215898","7173052","14357121849.97747","549613","12651379"
"haryana","2021","3","TOTAL","yamunanagar district","14163","13215898","1645578","3389970834.12311","302286","4998805"
"haryana","2021","3","TOTAL","charkhi dadri district","14163","13215898","836718","2300260231.729553","102606","3311432"
"haryana","2021","3","TOTAL","bhiwani district","14163","13215898","2813880","7537025745.245574","350185","14908880"
"haryana","2021","3","TOTAL","palwal district","14163","13215898","5875612","10372287086.183144","387557","13201677"
"haryana","2021","3","TOTAL","panchkula district","14163","13215898","1687993","3102317465.6037097","256782","4337099"
"haryana","2021","3","TOTAL","panipat district","14163","13215898","6120958","12577188571.756681","489226","9399532"
"haryana","2021","3","TOTAL","ambala district","14163","13215898","3571542","6863762736.196912","354017","5432997"
"haryana","2021","3","TOTAL","rewari district","14163","13215898","7225396","12146892237.730429","522734","15554432"
"haryana","2021","3","TOTAL","jind district","14163","13215898","1850342","5031028936.730069","317982","8521357"
"haryana","2021","3","TOTAL","rohtak district","14163","13215898","4615616","10168683402.047003","380370","11569534"
"haryana","2021","3","TOTAL","kaithal district","14163","13215898","1318837","3485425651.3276243","253117","6616730"
"haryana","2021","3","TOTAL","jhajjar district","14163","13215898","3855729","8079713806.573341","390612","11110135"
"haryana","2021","3","TOTAL","hisar district","14163","13215898","5215891","12437366867.171389","606513","18684922"
"haryana","2021","3","TOTAL","gurugram district","14163","13215898","47680658","55914389975.07391","2589324","68064580"
"delhi","2021","2","TOTAL","south west district","13292","10840929","8208259","13456640547.363728","906878","14495551"
"delhi","2021","2","TOTAL","west district","13292","10840929","12217454","22460950400.13157","1666267","23164797"
"delhi","2021","2","TOTAL","south east delhi district","13292","10840929","11519378","17106146861.933065","1346063","20866055"
"delhi","2021","2","TOTAL","south district","13292","10840929","7346726","9956087387.089848","799590","12452858"
"delhi","2021","2","TOTAL","shahdara district","13292","10840929","4234013","9073393321.040276","681073","8634338"
"delhi","2021","2","TOTAL","north west district","13292","10840929","8373397","15462806103.953077","1170137","16390828"
"delhi","2021","2","TOTAL","north east district","13292","10840929","4567057","9118331386.987755","607021","9159772"
"delhi","2021","2","TOTAL","north district","13292","10840929","7283521","13045029034.825657","952374","14196592"
"delhi","2021","2","TOTAL","new delhi district","13292","10840929","36788618","60387138441.32027","1108471","16849531"
"delhi","2021","2","TOTAL","east district","13292","10840929","7486985","10978698462.135326","839185","12706259"
"delhi","2021","2","TOTAL","central district","13292","10840929","62131856","100895875737.76091","1105640","16081193"
"delhi","2021","1","TOTAL","new delhi district","12822","9655261","31953482","53832767509.43621","1039016","31041137"
"delhi","2021","1","TOTAL","east district","12822","9655261","7874737","11290580992.02735","786308","21924687"
"delhi","2021","1","TOTAL","north east district","12822","9655261","4096987","8600371051.924284","567107","13760602"
"delhi","2021","1","TOTAL","south west district","12822","9655261","7721739","12780255587.51034","849223","22664421"
"delhi","2021","1","TOTAL","west district","12822","9655261","12363374","23133622270.239567","1559112","38915888"
"delhi","2021","1","TOTAL","central district","12822","9655261","54173342","90711721159.7766","1035060","31035635"
"delhi","2021","1","TOTAL","south east delhi district","12822","9655261","12287216","18449868327.686386","1260645","37073920"
"delhi","2021","1","TOTAL","north district","12822","9655261","7199592","12976771848.005226","890194","23178496"
"delhi","2021","1","TOTAL","shahdara district","12822","9655261","4235592","9595155648.306192","636908","14514305"
"delhi","2021","1","TOTAL","south district","12822","9655261","7428356","10208060134.038582","749173","20969765"
"delhi","2021","1","TOTAL","north west district","12822","9655261","8024587","15349170514.541979","1094464","26122744"
"gujarat","2021","1","TOTAL","the dangs district","12673","7288104","83737","130412216.08515008","17658","350858"
"gujarat","2021","1","TOTAL","mahisagar district","12673","7288104","280340","582703615.8071253","88343","1262035"
"gujarat","2021","1","TOTAL","mahesana district","12673","7288104","2587041","5454846785.509393","500511","9595361"
"gujarat","2021","1","TOTAL","kheda district","12673","7288104","1165033","2180336937.401629","304909","4828751"
"gujarat","2021","1","TOTAL","sabar kantha district","12673","7288104","1357102","2620770589.4913707","259578","5343748"
"gujarat","2021","1","TOTAL","kachchh district","12673","7288104","2664604","6036765372.934219","505517","9800171"
"gujarat","2021","1","TOTAL","junagadh district","12673","7288104","543809","1204237180.1488335","192500","2001820"
"gujarat","2021","1","TOTAL","jamnagar district","12673","7288104","899501","1894971999.4394412","267315","3413685"
"gujarat","2021","1","TOTAL","gir somnath district","12673","7288104","575287","1368653768.466436","163763","2007742"
"gujarat","2021","1","TOTAL","ahmadabad district","12673","7288104","36857358","68688129153.575096","2999575","63813424"
"gujarat","2021","1","TOTAL","amreli district","12673","7288104","513706","1123115019.4190373","189252","2198433"
"gujarat","2021","1","TOTAL","vadodara district","12673","7288104","7191021","11925964623.063154","1053954","20042908"
"gujarat","2021","1","TOTAL","valsad district","12673","7288104","2745663","4775335083.735588","489062","10057529"
"gujarat","2021","1","TOTAL","gandhinagar district","12673","7288104","4275528","7290530767.260056","615315","13654781"
"gujarat","2021","1","TOTAL","dohad district","12673","7288104","548628","1226581747.5402272","144445","2338472"
"gujarat","2021","1","TOTAL","devbhumi dwarka district","12673","7288104","263772","630081190.7413921","91653","1125352"
"gujarat","2021","1","TOTAL","anand district","12673","7288104","1585982","2723181548.9945545","395164","5855859"
"gujarat","2021","1","TOTAL","aravallis district","12673","7288104","655695","1314732516.1866503","146811","2774336"
"gujarat","2021","1","TOTAL","banas kantha district","12673","7288104","2927080","6883945517.865922","598384","12443664"
"gujarat","2021","1","TOTAL","bharuch district","12673","7288104","3420929","5756013890.9055805","548541","12399575"
"gujarat","2021","1","TOTAL","bhavnagar district","12673","7288104","1446583","3264511506.595693","450462","5750612"
"gujarat","2021","1","TOTAL","botad district","12673","7288104","367267","798953588.0229607","126302","1642524"
"gujarat","2021","1","TOTAL","chhotaudepur district","12673","7288104","225606","452389275.3974223","61097","970270"
"gujarat","2021","1","TOTAL","rajkot district","12673","7288104","2278417","5057583315.413301","677301","7803138"
"gujarat","2021","1","TOTAL","porbandar district","12673","7288104","184436","466162975.4066367","67063","725183"
"gujarat","2021","1","TOTAL","patan district","12673","7288104","1165681","2425828408.868511","246083","4877445"
"gujarat","2021","1","TOTAL","panch mahals district","12673","7288104","976434","1849730326.470284","197602","3236700"
"gujarat","2021","1","TOTAL","navsari district","12673","7288104","1022239","1773256368.3156428","216841","3189672"
"gujarat","2021","1","TOTAL","narmada district","12673","7288104","268489","479844444.1932763","54427","1070694"
"gujarat","2021","1","TOTAL","morbi district","12673","7288104","848276","2219169833.3171697","205529","3261867"
"gujarat","2021","1","TOTAL","surat district","12673","7288104","13429789","28261722802.552788","2458596","41476549"
"gujarat","2021","1","TOTAL","surendranagar district","12673","7288104","806962","1725777306.55805","234429","3456434"
"gujarat","2021","1","TOTAL","tapi district","12673","7288104","612570","1114541037.7686372","102144","1963282"
"bihar","2021","1","TOTAL","nalanda district","12554","8796619","2268463","5351626268.902303","426419","9874574"
"bihar","2021","1","TOTAL","araria district","12554","8796619","1645629","5106231997.785754","276798","7141525"
